id,cycle_time_days,material_type,tool_wear_level,clean_room_pressure,layer_thickness_nm,chemical_concentration,etching_voltage,deposition_rate,humidity_level,photoresist_thickness_variation,etching_uniformity,particle_count,doping_concentration,product_defect
RP-80700,51,1,3,140,232.0,0,2,152,0,3.6,1,0.0,3.0,0
GX-62586,42,0,3,130,215.0,0,2,182,0,1.2,1,0.0,3.0,0
LK-37683,55,1,4,160,353.0,1,0,124,1,2.4,2,3.0,7.0,1
JS-39175,49,1,3,120,245.0,0,2,152,0,0.0,2,3.0,6.0,1
ZJ-58161,45,0,3,130,242.0,0,0,175,0,0.0,1,0.0,3.0,0
TD-20633,41,1,3,150,214.0,0,2,172,0,1.6,2,0.0,3.0,0
KE-33909,60,1,4,120,220.0,0,0,130,0,3.6,2,3.0,7.0,1
ZC-58899,59,1,4,135,216.0,0,0,138,1,2.5,2,2.0,6.0,1
LS-92192,64,0,4,140,226.0,0,2,160,0,0.8,2,0.0,3.0,0
OP-35169,43,1,4,120,249.0,0,0,148,0,1.4,2,0.0,3.0,0
XA-83503,55,1,4,130,266.0,0,2,95,1,2.0,2,1.0,7.0,1
RR-48202,35,1,1,120,203.0,0,0,187,0,0.8,1,0.0,3.0,0
WA-49468,60,1,4,120,220.0,1,0,161,1,1.8,2,2.0,7.0,1
YO-61286,62,1,4,128,254.0,0,0,125,1,2.2,3,1.0,7.0,1
AJ-36032,56,0,4,128,236.0,0,2,133,1,2.0,2,1.0,3.0,1
AD-44586,65,1,3,125,309.0,1,2,160,0,0.0,2,0.0,3.0,0
TZ-05594,69,0,3,115,197.0,0,0,121,0,0.0,2,0.0,3.0,0
FU-21774,48,1,3,124,240.0,0,0,154,0,0.0,1,3.0,3.0,1
AZ-35421,57,0,4,136,305.0,0,2,122,1,2.0,2,2.0,7.0,1
MN-17552,55,0,2,134,240.0,1,2,161,0,0.0,1,0.0,3.0,0
YP-33001,57,0,4,120,354.0,1,1,154,1,0.0,1,1.0,3.0,1
LB-83004,67,1,1,170,270.0,0,0,150,0,0.9,2,0.0,7.0,0
NJ-10403,52,1,4,108,211.0,0,2,185,0,0.0,1,0.0,3.0,0
EK-66030,62,0,4,140,294.0,0,2,165,0,1.6,1,0.0,3.0,0
TB-70249,41,0,4,110,243.0,0,0,130,1,0.9,2,0.0,3.0,0
RF-38255,68,0,4,115,269.0,0,0,122,0,1.2,2,1.0,3.0,1
BF-08542,66,0,3,140,278.0,0,2,162,0,0.0,1,1.0,3.0,1
JP-79571,62,1,3,130,322.0,1,2,160,0,3.5,2,3.0,3.0,0
LD-19282,70,1,2,180,326.0,0,2,120,0,0.3,1,0.0,3.0,0
ST-24903,63,0,4,160,225.0,0,2,146,1,0.0,2,0.0,3.0,0
DW-55254,34,1,2,110,157.0,0,0,187,0,1.0,1,0.0,3.0,0
IP-39925,61,1,4,140,253.0,0,2,156,1,1.3,1,0.0,7.0,1
FD-40242,66,1,4,135,208.0,0,2,144,0,1.2,2,0.0,7.0,1
YN-08877,57,1,4,150,131.0,0,2,155,1,1.4,2,2.0,7.0,1
KG-78281,71,0,4,110,269.0,0,2,163,1,1.1,2,0.0,3.0,0
LE-49468,42,1,4,140,247.0,0,0,161,0,0.0,1,0.0,3.0,0
LV-93885,41,1,1,115,199.0,0,2,178,0,2.3,1,1.0,7.0,1
VX-70289,64,1,4,130,322.0,0,0,163,1,0.8,1,0.0,7.0,1
DA-61706,63,0,4,140,294.0,0,2,161,0,0.0,1,0.0,3.0,0
OX-52596,66,1,4,100,237.0,0,2,158,0,0.1,1,0.0,3.0,0
CR-02699,63,1,4,140,231.0,0,0,163,0,0.4,2,0.0,7.0,0
OL-34372,56,0,1,160,201.0,0,0,178,0,1.8,1,0.0,3.0,1
JW-73124,54,1,4,123,289.0,0,2,88,1,2.0,2,0.0,7.0,1
ZO-54158,51,1,2,100,295.0,0,0,147,0,0.4,1,0.0,3.0,0
QI-24943,54,0,3,128,330.0,0,2,156,0,0.6,2,0.0,3.0,0
ET-74018,58,1,3,114,256.0,0,2,178,0,0.0,1,0.0,7.0,0
ZX-74786,57,0,2,128,197.0,0,1,144,0,0.0,2,1.0,3.0,0
CC-68601,62,1,4,130,208.0,0,2,132,1,3.4,3,2.0,7.0,1
NW-43400,52,1,1,150,204.0,1,2,163,1,0.8,2,1.0,7.0,1
WR-30272,52,1,2,120,220.0,0,0,190,0,0.0,1,0.0,3.0,0
WT-85778,56,1,2,120,261.0,0,0,172,0,1.2,1,0.0,7.0,0
SK-92032,54,1,2,120,263.0,0,0,172,0,0.2,1,0.0,7.0,0
JN-54852,59,0,3,120,318.0,1,0,151,0,0.6,2,1.0,3.0,0
VU-79456,43,0,2,108,213.0,0,0,168,1,0.0,1,0.0,7.0,1
FP-99764,60,0,4,130,209.0,0,2,122,1,1.2,2,1.0,3.0,1
SS-50815,35,1,1,120,167.0,0,2,170,1,1.9,2,,7.0,0
GC-93712,54,1,2,172,283.0,0,2,178,0,0.0,1,2.0,7.0,1
SU-28081,52,1,2,172,274.0,1,0,195,0,0.0,2,0.0,3.0,0
KI-29224,56,0,4,132,407.0,0,2,154,1,4.0,2,2.0,7.0,1
AP-23355,54,1,1,120,249.0,0,2,150,0,0.8,2,0.0,3.0,0
WW-52142,35,0,2,118,210.0,0,0,174,0,0.0,1,0.0,3.0,0
BU-95824,51,0,3,130,205.0,0,2,173,0,1.9,2,0.0,7.0,0
QS-53577,64,1,2,120,281.0,0,2,115,1,0.0,2,3.0,3.0,0
SZ-16726,63,1,4,145,286.0,0,2,132,1,2.8,2,2.0,7.0,1
EO-37924,43,1,3,130,253.0,0,2,178,0,0.0,1,0.0,3.0,0
YZ-02431,35,0,3,94,198.0,0,0,187,0,0.0,2,0.0,3.0,0
YT-12567,57,0,2,130,330.0,0,2,170,0,1.4,1,0.0,3.0,0
CY-67650,59,1,1,178,199.0,1,0,145,0,1.0,2,0.0,7.0,0
RX-19299,68,0,3,152,197.0,0,2,114,0,0.2,1,0.0,3.0,0
LJ-40198,64,0,2,160,223.0,0,2,155,0,0.0,1,0.0,3.0,1
GY-87889,67,1,4,125,304.0,0,2,162,0,0.0,1,1.0,3.0,1
IA-44288,51,1,3,130,175.0,0,0,163,0,3.5,1,0.0,3.0,0
BJ-51249,45,1,2,110,309.0,0,1,167,0,1.2,2,0.0,7.0,0
SO-67950,56,1,4,130,193.0,0,0,148,1,1.4,1,2.0,3.0,1
SY-64649,59,1,4,164,273.0,0,2,161,0,0.0,1,0.0,7.0,1
IK-41692,44,1,4,138,308.0,0,0,147,1,4.0,2,0.0,7.0,1
AG-33119,51,1,4,140,256.0,1,2,152,1,3.1,1,0.0,7.0,1
OV-53524,45,1,2,120,197.0,0,0,125,0,0.0,1,0.0,7.0,0
HW-65835,41,1,3,130,250.0,0,0,162,0,0.0,1,0.0,3.0,0
NJ-12099,59,1,1,150,218.0,1,2,159,0,0.6,2,0.0,3.0,0
JF-50427,64,1,4,120,229.0,0,0,105,1,1.0,2,3.0,7.0,1
AH-32656,38,0,3,130,213.0,0,2,187,0,0.0,1,0.0,7.0,1
VU-51764,65,1,4,160,286.0,1,2,158,0,1.6,2,3.0,7.0,1
IE-15637,64,0,4,150,225.0,0,2,161,0,0.0,1,0.0,3.0,0
YJ-20430,60,1,4,145,203.0,0,2,140,1,2.5,2,2.0,7.0,1
NV-62017,57,1,4,110,201.0,0,0,144,1,0.1,2,0.0,7.0,1
TI-53899,57,1,4,132,100.0,0,2,126,1,6.2,3,1.0,6.0,1
HV-18785,48,0,3,142,240.0,1,0,161,0,0.4,2,1.0,3.0,0
DS-38961,47,1,2,130,200.0,0,0,158,0,0.0,1,0.0,3.0,0
KB-64728,64,1,4,130,309.0,0,0,141,1,0.0,2,0.0,7.0,1
JY-18869,56,1,2,130,232.0,0,2,158,0,1.0,2,0.0,7.0,0
RO-43685,57,1,4,110,318.0,0,2,95,1,3.0,3,2.0,6.0,1
ZI-11362,44,1,2,101,325.0,0,0,182,0,1.2,2,0.0,7.0,0
HA-27567,51,0,3,130,236.0,0,2,179,0,3.5,2,0.0,7.0,0
RH-00568,55,1,4,140,353.0,0,2,145,0,3.4,3,3.0,7.0,1
GY-03773,59,1,4,135,207.0,0,0,140,1,1.9,1,1.0,7.0,1
HL-08779,47,1,3,138,240.0,0,0,174,0,0.0,1,0.0,3.0,1
FK-95501,61,1,4,130,221.0,0,2,131,1,5.6,2,2.0,7.0,1
GV-14825,69,1,3,160,234.0,1,0,162,0,0.6,2,2.0,7.0,1
JO-89439,67,0,4,140,226.0,0,2,146,0,2.6,1,2.0,7.0,1
EP-78998,52,1,4,125,205.0,0,2,168,0,0.0,1,1.0,7.0,1
UR-68994,58,0,4,136,394.0,1,2,154,1,1.6,3,0.0,3.0,0
NR-71099,43,1,4,110,211.0,0,0,143,1,1.5,2,0.0,3.0,0
HL-78906,58,1,4,140,177.0,0,2,142,0,1.4,1,2.0,6.0,0
NP-99660,67,1,4,120,267.0,0,0,71,1,2.0,2,1.0,3.0,1
TC-71028,44,1,2,122,226.0,0,0,162,0,1.2,1,0.0,3.0,0
QW-14205,48,1,4,120,169.0,0,2,153,1,0.0,1,0.0,7.0,0
DS-17968,42,1,2,135,244.0,0,0,178,0,0.6,1,0.0,3.0,0
AU-88878,64,1,4,120,237.0,0,2,132,1,2.8,3,3.0,3.0,0
MX-16728,64,0,4,150,225.0,1,2,165,0,1.6,3,0.0,3.0,0
IS-06794,51,1,3,140,211.0,0,2,147,0,1.0,2,0.0,7.0,0
DI-03806,47,1,4,138,226.0,0,2,186,0,0.0,1,0.0,7.0,1
VW-18226,56,1,4,160,192.0,0,0,144,1,0.0,2,0.0,7.0,1
BK-12971,55,1,2,132,286.0,0,2,170,0,0.0,1,0.0,7.0,0
JE-40372,55,0,4,128,197.0,0,2,117,1,2.0,2,1.0,7.0,1
JU-56650,54,0,3,132,252.0,0,0,161,0,2.0,1,1.0,7.0,1
JI-85168,53,1,4,123,204.0,0,0,144,1,0.4,2,1.0,7.0,0
AE-41575,54,0,3,132,271.0,0,2,153,0,3.2,2,2.0,7.0,1
VR-05715,44,0,4,115,236.0,0,0,185,0,1.4,2,0.0,3.0,0
XH-75685,70,1,2,144,245.0,0,2,146,0,0.0,1,0.0,3.0,0
TL-17341,58,1,2,112,201.0,0,0,162,0,0.0,1,1.0,7.0,1
IX-05414,64,1,4,140,304.0,1,0,105,0,1.0,2,2.0,7.0,1
DG-30955,56,1,4,130,193.0,0,2,126,1,2.4,1,0.0,7.0,1
HV-10753,43,1,4,102,208.0,0,2,144,0,1.2,2,0.0,3.0,0
DW-75709,57,1,4,154,192.0,0,0,155,1,1.4,2,1.0,6.0,1
JG-65144,57,0,4,136,234.0,0,2,122,1,2.0,2,1.0,3.0,1
AC-10335,58,0,4,170,327.0,1,2,131,1,1.8,3,3.0,3.0,1
ZO-71226,64,1,1,150,233.0,1,2,157,0,0.8,2,0.0,6.0,1
PH-59061,57,1,3,150,185.0,1,0,163,0,0.0,1,1.0,7.0,1
FY-76834,47,1,3,129,243.0,0,2,179,0,0.0,1,0.0,3.0,0
DB-10268,48,1,4,138,213.0,0,0,182,0,0.0,1,0.0,3.0,0
DZ-03300,63,0,3,135,252.0,0,2,172,0,0.0,1,0.0,3.0,0
BP-21820,45,1,1,138,308.0,0,0,149,0,1.2,2,0.0,3.0,0
AX-05616,57,1,4,110,234.0,0,0,168,0,0.2,2,1.0,7.0,1
DC-28808,45,1,1,110,290.0,0,2,167,0,1.9,2,0.0,7.0,0
MO-04891,65,1,1,160,212.0,0,2,171,0,1.9,2,2.0,7.0,1
FC-31904,59,0,3,102,248.0,0,0,151,0,0.0,1,0.0,3.0,0
OI-72811,64,1,4,128,263.0,0,0,140,0,2.8,2,3.0,7.0,0
MF-46949,62,1,4,145,234.0,0,0,141,0,2.8,3,2.0,7.0,1
GI-46298,39,1,1,120,204.0,0,2,178,0,0.0,1,0.0,7.0,1
QK-99657,47,1,4,124,299.0,0,2,150,1,0.0,2,0.0,7.0,1
CP-65570,42,1,1,110,211.0,1,2,182,0,1.0,1,0.0,3.0,0
OD-72891,43,1,4,140,309.0,0,0,147,1,1.4,1,0.0,7.0,1
TO-75250,67,1,2,128,282.0,0,2,146,0,1.4,1,0.0,3.0,0
FW-85228,65,0,3,160,223.0,1,0,171,0,1.2,2,1.0,3.0,0
YI-28722,51,1,4,130,274.0,1,2,166,0,0.0,1,0.0,7.0,1
OW-20865,45,1,4,110,204.0,0,2,161,0,1.4,1,0.0,3.0,0
DQ-43588,52,1,3,108,258.0,0,2,141,0,1.8,1,0.0,7.0,0
UU-92217,46,1,4,122,309.0,0,0,136,1,1.8,1,0.0,7.0,1
RQ-65180,44,1,3,150,231.0,0,0,132,1,1.0,2,0.0,3.0,0
RI-36735,63,0,4,138,241.0,1,2,136,0,0.0,1,0.0,3.0,0
AS-58083,43,1,4,140,315.0,0,1,147,1,0.8,1,0.0,7.0,1
QT-68719,58,1,3,128,246.0,0,0,169,0,0.0,1,2.0,3.0,0
IX-54945,39,1,3,112,214.0,0,2,188,0,0.8,2,0.0,7.0,0
NM-10092,69,0,3,106,149.0,0,0,121,0,1.5,2,0.0,3.0,0
LS-82496,64,0,4,178,417.0,1,2,169,0,0.8,2,0.0,3.0,1
ZH-21912,54,1,4,120,169.0,0,0,111,1,2.8,2,1.0,7.0,1
SM-03973,70,1,4,125,263.0,0,0,125,1,2.8,2,1.0,7.0,1
NB-11667,56,1,1,134,207.0,0,0,152,0,1.2,3,1.0,7.0,0
KU-63373,63,1,2,120,237.0,0,0,97,1,0.4,1,0.0,3.0,0
BU-62854,44,1,1,115,204.0,0,0,194,0,0.9,2,0.0,7.0,0
FU-75261,34,1,2,101,198.0,0,0,174,0,0.0,1,0.0,3.0,0
JA-41027,59,1,4,140,177.0,0,2,130,1,2.0,2,3.0,3.0,0
SE-58737,60,0,4,150,258.0,0,2,157,0,1.2,2,0.0,3.0,0
FA-61756,56,1,2,132,236.0,0,2,180,0,0.0,1,0.0,7.0,1
OH-29204,63,0,4,108,219.0,0,0,163,1,0.0,1,1.0,3.0,1
GE-00445,57,0,3,102,178.0,0,0,139,0,1.2,2,0.0,7.0,0
MO-75401,50,0,2,134,308.0,0,2,139,0,0.0,2,0.0,3.0,0
IE-10302,49,1,3,108,227.0,0,0,139,0,0.8,1,0.0,3.0,0
HV-26665,45,1,4,110,290.0,0,2,118,1,3.0,2,0.0,3.0,0
KD-16224,59,0,4,174,249.0,0,2,145,0,4.0,3,2.0,7.0,1
PA-13180,60,0,3,102,318.0,0,1,115,0,0.2,1,0.0,3.0,0
KJ-22566,66,1,4,120,212.0,0,0,71,1,2.0,2,1.0,7.0,1
LO-41892,54,1,4,123,286.0,0,2,88,1,0.2,1,0.0,6.0,1
TJ-93133,54,0,3,128,236.0,0,2,175,0,0.8,2,0.0,3.0,0
QU-63758,61,1,4,138,234.0,0,0,131,1,4.2,3,2.0,7.0,1
VU-23163,35,1,2,120,282.0,0,2,174,0,0.0,1,0.0,3.0,0
VG-15151,56,1,4,130,276.0,0,2,116,1,2.8,3,0.0,7.0,1
ZQ-31302,52,1,3,172,283.0,0,2,164,0,0.0,1,1.0,3.0,0
RT-52212,29,1,4,138,204.0,0,0,186,0,0.0,1,0.0,3.0,0
OQ-12465,60,1,3,145,233.0,0,0,159,0,3.1,1,2.0,3.0,0
FN-06105,38,1,1,118,198.0,0,2,182,0,1.0,1,0.0,3.0,0
DW-67429,63,0,4,150,407.0,1,2,154,0,1.6,1,3.0,3.0,1
WF-11271,29,1,4,126,199.0,0,2,178,0,0.0,1,1.0,3.0,1
BZ-53561,56,1,1,178,270.0,0,2,162,0,2.3,2,0.0,7.0,1
WW-84657,64,1,4,130,254.0,0,2,127,0,3.0,2,1.0,7.0,1
MX-65217,37,0,2,122,198.0,0,0,187,0,1.4,1,0.0,3.0,0
VC-10327,55,0,2,200,201.0,1,2,164,0,0.6,2,0.0,3.0,0
SX-51141,46,1,4,110,204.0,0,0,159,0,0.0,1,0.0,3.0,0
UR-83010,35,1,4,120,182.0,0,0,158,0,0.0,1,0.0,7.0,0
WS-30712,54,1,2,130,262.0,0,0,149,0,0.8,1,0.0,7.0,0
WU-48518,40,1,4,132,172.0,0,0,156,1,0.0,1,0.0,6.0,1
QZ-15089,58,1,2,132,207.0,0,0,169,0,1.0,1,0.0,3.0,0
MI-72950,59,1,1,150,282.0,0,0,155,0,0.8,2,0.0,3.0,0
VN-77519,46,1,4,112,197.0,0,0,120,1,2.8,2,0.0,3.0,0
AT-37157,56,1,1,120,249.0,0,2,162,0,0.0,1,0.0,7.0,0
OW-61362,53,1,3,128,230.0,0,2,162,0,2.5,1,0.0,7.0,1
YH-01798,54,1,3,128,246.0,1,0,169,0,0.0,1,1.0,3.0,1
FZ-01201,62,0,4,124,209.0,0,0,122,1,0.2,1,0.0,3.0,0
OL-03929,67,1,4,125,282.0,1,2,125,1,2.8,3,1.0,6.0,0
DD-11928,49,0,4,140,244.0,0,2,186,0,0.0,3,0.0,3.0,0
JL-40115,48,1,4,140,245.0,1,0,163,0,0.0,1,1.0,7.0,1
UX-27252,39,0,2,118,306.0,0,0,170,1,0.0,1,0.0,3.0,0
TP-10895,65,1,4,120,211.0,0,2,151,0,0.0,2,1.0,7.0,1
SD-13909,44,1,3,130,180.0,0,0,179,0,3.2,1,0.0,3.0,0
GM-75122,62,1,3,152,212.0,0,0,137,1,2.0,2,0.0,7.0,1
JY-30678,61,0,4,174,225.0,0,2,160,0,2.6,2,2.0,7.0,1
BL-45112,57,0,2,170,288.0,0,2,164,0,0.0,1,1.0,3.0,0
JJ-96934,58,1,4,125,284.0,0,2,182,0,0.0,2,0.0,3.0,0
MH-37657,48,1,3,130,240.0,0,2,175,0,1.2,1,1.0,3.0,1
BD-20840,35,1,2,130,235.0,0,2,202,0,0.0,1,0.0,3.0,0
DY-78979,51,0,4,140,244.0,0,2,122,1,2.0,2,0.0,7.0,1
OJ-12796,63,1,2,128,330.0,0,2,146,0,0.4,1,0.0,3.0,0
GX-86103,58,0,3,102,244.0,0,0,165,0,0.0,1,1.0,3.0,0
WI-62246,48,1,2,130,245.0,1,0,174,0,0.0,1,0.0,7.0,0
ZH-90634,64,1,1,150,269.0,0,0,171,0,0.8,2,0.0,7.0,1
LA-64585,66,0,3,178,269.0,1,0,151,0,0.8,1,1.0,3.0,0
KB-16160,54,1,1,138,286.0,1,2,162,0,1.9,1,0.0,3.0,0
MA-26969,66,1,1,145,234.0,1,0,143,0,1.0,2,0.0,3.0,0
EX-76990,57,1,4,150,131.0,0,0,120,1,2.0,2,0.0,7.0,1
ZO-55400,62,0,4,150,407.0,0,2,163,0,0.8,1,0.0,3.0,0
VU-45781,45,1,4,138,226.0,0,0,168,0,0.0,1,0.0,7.0,0
IU-61590,46,1,4,110,275.0,0,0,148,1,0.0,2,3.0,7.0,1
ZZ-14664,48,1,3,108,180.0,0,2,158,0,2.4,2,0.0,7.0,0
UP-47152,59,1,1,178,227.0,1,0,150,0,1.4,2,2.0,7.0,1
IN-59226,59,1,4,164,273.0,0,2,140,1,2.3,2,2.0,6.0,1
CU-94827,52,1,3,152,212.0,0,0,164,0,0.0,1,0.0,3.0,0
RL-47354,53,1,4,122,226.0,0,2,168,0,0.0,1,0.0,7.0,0
QA-67165,66,1,4,125,309.0,1,0,141,0,1.8,2,0.0,3.0,0
XM-49916,64,1,3,130,254.0,1,2,160,0,2.0,2,3.0,3.0,0
XQ-86952,46,1,4,122,219.0,0,0,178,0,0.0,1,0.0,7.0,0
TJ-31196,46,1,1,130,315.0,0,0,162,0,0.9,1,0.0,3.0,0
XS-87202,60,1,3,117,218.0,0,2,144,1,2.0,2,2.0,7.0,1
ZA-86583,61,1,4,140,234.0,0,0,125,1,0.0,1,3.0,6.0,0
TT-54139,47,1,2,122,298.0,0,0,157,0,0.0,1,1.0,3.0,0
OP-12570,58,1,3,132,246.0,1,2,173,0,0.0,1,1.0,7.0,1
JF-71117,51,0,3,110,340.0,0,0,132,0,0.0,1,0.0,3.0,0
QT-37492,56,0,4,134,268.0,0,2,133,1,0.0,2,0.0,3.0,0
GX-51756,46,1,3,130,235.0,0,2,175,0,3.5,2,0.0,3.0,0
ZV-35890,44,1,2,128,247.0,0,0,163,0,0.0,1,0.0,3.0,0
UQ-89528,58,1,2,132,293.0,0,2,170,0,0.0,1,0.0,3.0,0
ON-22423,40,1,3,130,214.0,0,2,168,0,1.9,1,0.0,3.0,0
XQ-18412,66,0,3,146,269.0,0,0,112,0,0.0,2,1.0,3.0,0
ZA-08472,58,1,3,128,218.0,0,0,158,0,2.5,1,1.0,3.0,0
PC-42324,54,0,3,128,216.0,0,2,154,0,1.0,2,0.0,3.0,0
MF-78190,62,1,4,120,267.0,0,2,127,0,0.0,2,1.0,3.0,1
RS-97762,58,0,4,140,244.0,0,2,159,0,1.6,2,0.0,3.0,0
HX-00183,59,0,2,158,250.0,0,2,171,0,0.0,1,1.0,3.0,0
WK-02249,44,1,4,115,197.0,0,0,177,0,0.0,1,2.0,3.0,1
YH-46646,62,0,4,138,241.0,0,0,169,0,0.0,1,0.0,3.0,0
ES-93521,60,0,4,150,307.0,0,2,154,1,3.1,1,3.0,7.0,1
NN-04156,41,1,3,150,175.0,0,0,132,0,3.6,2,0.0,3.0,0
IU-94605,67,0,3,120,313.0,0,2,140,1,1.1,2,0.0,3.0,0
UK-63047,58,1,3,150,126.0,0,0,173,0,1.2,2,1.0,6.0,1
NB-24274,57,0,3,130,263.0,0,2,142,0,0.8,2,2.0,7.0,0
GK-00856,44,1,3,120,255.0,0,0,173,0,0.0,1,0.0,3.0,0
HO-03486,68,0,3,160,269.0,0,2,146,0,1.2,2,0.0,3.0,1
YR-88964,67,1,3,130,254.0,0,2,96,0,0.6,1,0.0,3.0,0
RM-81404,45,1,4,110,303.0,0,0,185,0,1.2,2,0.0,3.0,0
RA-43683,58,1,4,120,230.0,0,0,132,0,3.0,2,2.0,7.0,1
JP-60759,53,1,4,110,206.0,0,0,120,1,2.8,2,0.0,3.0,0
UF-99689,53,0,3,160,225.0,0,0,178,0,0.0,1,0.0,3.0,1
NY-36099,58,0,2,170,288.0,0,2,162,0,0.0,1,0.0,3.0,1
RP-97323,57,1,4,150,100.0,0,0,155,1,2.6,3,2.0,6.0,1
VM-78181,41,0,3,112,198.0,1,0,194,0,0.6,2,0.0,3.0,0
LR-18649,59,1,4,140,293.0,0,2,170,0,1.5,2,0.0,7.0,1
LA-76811,34,0,4,118,183.0,0,0,122,1,3.0,2,0.0,7.0,1
BV-35190,61,0,4,150,307.0,0,0,160,1,3.1,1,3.0,7.0,1
CR-91193,40,0,2,112,199.0,0,0,194,0,1.8,2,0.0,3.0,1
AA-63002,61,1,4,117,258.0,0,2,160,0,0.0,1,1.0,7.0,1
BT-53084,65,1,1,150,286.0,0,2,148,0,0.0,1,2.0,3.0,1
JX-82803,62,1,4,140,254.0,0,2,132,0,4.2,2,2.0,7.0,1
WZ-66708,66,1,4,120,211.0,0,0,99,1,2.1,2,2.0,7.0,1
YX-49313,62,1,4,130,330.0,0,2,158,0,0.6,2,0.0,7.0,1
GF-40393,51,1,4,140,243.0,1,0,173,1,1.6,1,0.0,3.0,0
GL-79781,67,0,3,115,360.0,0,2,97,0,1.5,2,0.0,3.0,0
FB-01321,38,1,3,130,321.0,0,2,192,0,3.2,2,0.0,7.0,1
NQ-94804,68,1,1,160,174.0,1,0,146,1,1.2,2,1.0,7.0,1
AW-14127,58,1,4,128,253.0,0,0,144,1,2.6,2,1.0,7.0,1
CO-03563,52,1,4,128,282.0,0,2,150,1,0.0,2,3.0,7.0,1
ID-65644,56,0,4,132,305.0,0,2,122,1,1.9,2,1.0,7.0,1
MR-58253,56,0,4,134,407.0,0,2,169,1,1.2,2,0.0,3.0,0
VG-43839,60,0,4,150,268.0,0,2,157,0,1.4,2,0.0,3.0,0
KW-07231,42,1,1,140,247.0,0,2,172,0,0.2,2,0.0,7.0,0
TH-81078,63,0,4,150,244.0,0,2,161,0,0.5,1,0.0,3.0,0
TC-82358,44,0,4,112,183.0,0,0,185,0,0.0,1,0.0,3.0,0
HG-27495,57,1,3,128,218.0,1,2,158,0,0.2,2,1.0,3.0,1
UI-09309,63,0,2,160,225.0,0,2,151,0,0.8,2,0.0,3.0,1
HN-86029,43,0,3,94,306.0,0,2,168,0,0.0,1,0.0,3.0,0
KE-33481,58,1,4,100,335.0,0,0,140,0,3.0,2,0.0,6.0,1
MR-24451,59,1,4,140,259.0,0,2,162,0,0.0,1,1.0,7.0,0
CI-84465,69,1,3,130,322.0,0,2,103,1,2.9,2,3.0,7.0,1
EV-54682,50,1,4,110,264.0,0,0,153,1,0.0,1,0.0,7.0,1
TH-97501,66,1,4,160,233.0,0,2,96,0,0.6,2,1.0,3.0,1
UZ-36521,52,0,3,110,248.0,0,2,166,0,0.2,2,0.0,3.0,0
UX-50799,64,0,3,160,269.0,0,2,157,0,0.0,1,0.0,3.0,1
OE-55429,58,1,4,150,282.0,0,2,161,0,0.5,2,3.0,3.0,1
AE-08187,41,1,4,115,157.0,0,0,114,1,1.5,2,0.0,3.0,0
QQ-37888,62,1,3,128,263.0,0,2,146,0,0.6,1,1.0,7.0,1
IR-62619,42,1,4,110,206.0,0,0,158,0,0.2,2,0.0,7.0,0
TA-36840,64,0,3,180,269.0,0,2,125,0,1.5,2,0.0,3.0,1
GR-80338,74,0,4,115,302.0,0,2,125,0,0.1,1,0.0,7.0,1
SR-62453,57,0,3,135,288.0,0,2,155,0,0.0,1,1.0,3.0,0
RG-95540,59,1,3,110,224.0,0,2,96,1,0.6,1,1.0,3.0,0
KP-23591,56,1,4,160,274.0,0,2,116,1,1.5,2,0.0,7.0,1
TP-98927,64,0,1,134,278.0,0,2,145,0,1.0,2,1.0,3.0,0
KY-53812,60,1,4,130,166.0,0,2,141,1,2.6,2,2.0,7.0,1
XN-01707,38,1,3,130,250.0,0,0,187,0,3.5,1,0.0,3.0,0
WV-75332,48,1,3,108,253.0,0,0,154,0,0.6,2,0.0,7.0,1
GX-53084,70,1,2,180,283.0,1,2,150,0,0.0,1,2.0,3.0,0
DC-05542,50,1,4,110,204.0,0,2,159,0,0.0,1,0.0,7.0,0
KN-88114,65,0,3,160,225.0,0,2,151,0,0.8,2,0.0,3.0,1
YS-39963,51,0,3,110,178.0,0,0,154,0,0.3,1,1.0,3.0,0
NI-75424,64,1,3,120,212.0,0,0,140,1,1.2,2,0.0,7.0,1
RF-64030,58,1,4,146,218.0,0,2,111,1,5.6,2,0.0,7.0,1
HU-25338,53,1,4,122,203.0,0,0,113,1,2.0,2,0.0,,1
WC-93664,60,1,4,140,234.0,0,0,160,0,1.3,1,0.0,6.0,1
ZI-76917,59,0,3,135,196.0,1,2,174,0,0.0,1,1.0,3.0,1
TX-63605,57,1,4,152,193.0,0,0,126,1,2.6,2,1.0,7.0,1
OB-89730,60,0,4,174,288.0,0,2,165,0,0.0,1,0.0,3.0,0
CM-83691,39,1,3,112,250.0,0,0,194,0,0.8,2,0.0,6.0,1
AJ-89179,52,0,3,108,354.0,0,0,152,0,0.6,1,0.0,7.0,0
KO-24796,53,0,3,108,354.0,0,0,172,1,0.0,3,0.0,3.0,0
HP-23760,57,1,4,110,239.0,0,0,160,0,0.0,1,2.0,7.0,1
GK-94470,58,0,4,170,249.0,1,2,159,1,1.6,3,0.0,3.0,1
ZU-25996,56,1,4,120,184.0,0,2,126,1,1.4,2,1.0,7.0,0
HB-15687,65,1,4,120,281.0,0,2,147,0,4.0,3,1.0,7.0,0
CU-02944,68,0,3,112,149.0,0,0,160,0,0.0,1,2.0,3.0,1
KB-80612,65,0,3,130,360.0,0,2,144,0,1.2,2,0.0,3.0,0
